ID,Platform,Project Name,Project ID,Version Number,Version ID,Dependency Name,Dependency Platform,Dependency Kind,Optional Dependency,Dependency Requirements,Dependency Project ID
67824888,NPM,edge-currency-bitcoin,2479930,0.10.0,11492385,bccoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git#bcash,
67824937,NPM,edge-currency-bitcoin,2479930,0.10.0,11492385,buffer,NPM,runtime,False,^5.0.8,133354.0
67824881,NPM,edge-currency-bitcoin,2479930,0.10.0,11492385,airbitz-core-types,NPM,runtime,False,git+https://github.com/Airbitz/airbitz-core-types.git,2418797.0
67824898,NPM,edge-currency-bitcoin,2479930,0.10.0,11492385,bcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git,130917.0
67824921,NPM,edge-currency-bitcoin,2479930,0.10.0,11492385,biggystring,NPM,runtime,False,^1.0.7,2376336.0
67842235,NPM,edge-currency-bitcoin,2479930,0.10.1,11492388,bcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git,130917.0
67842219,NPM,edge-currency-bitcoin,2479930,0.10.1,11492388,airbitz-core-types,NPM,runtime,False,git+https://github.com/Airbitz/airbitz-core-types.git,2418797.0
67842227,NPM,edge-currency-bitcoin,2479930,0.10.1,11492388,bccoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git#bcash,
67842249,NPM,edge-currency-bitcoin,2479930,0.10.1,11492388,biggystring,NPM,runtime,False,^1.0.7,2376336.0
67842262,NPM,edge-currency-bitcoin,2479930,0.10.1,11492388,buffer,NPM,runtime,False,^5.0.8,133354.0
68308783,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,bccoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git#bcash,
68308794,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,jsonschema,NPM,runtime,False,^1.2.0,291982.0
68308810,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,coinstring,NPM,Development,False,^2.3.0,275041.0
68308785,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,bcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git,130917.0
68308828,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,nsp,NPM,Development,False,^2.8.1,177528.0
68308645,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,airbitz-core-types,NPM,runtime,False,git+https://github.com/Airbitz/airbitz-core-types.git,2418797.0
68308796,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,lcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git#litecoin,2333936.0
68308807,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,babel-plugin-transform-flow-strip-types,NPM,Development,False,^6.22.0,1063108.0
68308826,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,node-fetch,NPM,Development,False,^1.7.2,297678.0
68308812,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,disklet,NPM,Development,False,^0.2.4,2264563.0
68308816,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,flow-bin,NPM,Development,False,^0.56.0,148430.0
68308818,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,flow-copy-source,NPM,Development,False,^1.2.1,1192532.0
68308830,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,request,NPM,Development,False,^2.83.0,307050.0
68308788,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,biggystring,NPM,runtime,False,^3.0.0,2376336.0
68308808,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,babel-preset-flow,NPM,Development,False,^6.23.0,1409254.0
68308824,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,mocha,NPM,Development,False,^4.0.0,295363.0
68308832,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,rollup,NPM,Development,False,0.48.0,789090.0
68308838,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,standard,NPM,Development,False,^10.0.2,317574.0
68308791,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,buffer,NPM,runtime,False,^5.0.8,133354.0
68308805,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,babel-eslint,NPM,Development,False,^8.0.1,684245.0
68308800,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,uri-js,NPM,runtime,False,^3.0.2,327283.0
68308803,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,babel-cli,NPM,Development,False,^6.24.1,1063088.0
68308814,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,eslint-plugin-flowtype,NPM,Development,False,^2.36.0,868020.0
68308820,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,husky,NPM,Development,False,^0.14.3,158849.0
68308822,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,jsonfile,NPM,Development,False,^4.0.0,291922.0
68308834,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,rollup-plugin-babel,NPM,Development,False,^3.0.2,1059584.0
68308836,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,rollup-plugin-replace,NPM,Development,False,^2.0.0,1059601.0
68308840,NPM,edge-currency-bitcoin,2479930,0.10.2,11492393,updot,NPM,Development,False,^1.1.4,2365923.0
68308851,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,uri-js,NPM,runtime,False,^3.0.2,327283.0
68308855,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,babel-preset-flow,NPM,Development,False,^6.23.0,1409254.0
68308863,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,mocha,NPM,Development,False,^4.0.0,295363.0
68308866,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,request,NPM,Development,False,^2.83.0,307050.0
68308869,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,rollup-plugin-replace,NPM,Development,False,^2.0.0,1059601.0
68308842,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,airbitz-core-types,NPM,runtime,False,git+https://github.com/Airbitz/airbitz-core-types.git,2418797.0
68308852,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,babel-cli,NPM,Development,False,^6.24.1,1063088.0
68308859,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,flow-bin,NPM,Development,False,^0.56.0,148430.0
68308860,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,flow-copy-source,NPM,Development,False,^1.2.1,1192532.0
68308861,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,husky,NPM,Development,False,^0.14.3,158849.0
68308864,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,node-fetch,NPM,Development,False,^1.7.2,297678.0
68308857,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,disklet,NPM,Development,False,^0.2.4,2264563.0
68308862,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,jsonfile,NPM,Development,False,^4.0.0,291922.0
68308853,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,babel-eslint,NPM,Development,False,^8.0.1,684245.0
68308856,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,coinstring,NPM,Development,False,^2.3.0,275041.0
68308846,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,bcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git,130917.0
68308865,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,nsp,NPM,Development,False,^2.8.1,177528.0
68308867,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,rollup,NPM,Development,False,0.48.0,789090.0
68308870,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,standard,NPM,Development,False,^10.0.2,317574.0
68308844,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,bccoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git#bcash,
68308847,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,biggystring,NPM,runtime,False,^3.0.0,2376336.0
68308848,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,buffer,NPM,runtime,False,^5.0.8,133354.0
68308849,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,jsonschema,NPM,runtime,False,^1.2.0,291982.0
68308850,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,lcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git#litecoin,2333936.0
68308854,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,babel-plugin-transform-flow-strip-types,NPM,Development,False,^6.22.0,1063108.0
68308858,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,eslint-plugin-flowtype,NPM,Development,False,^2.36.0,868020.0
68308868,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,rollup-plugin-babel,NPM,Development,False,^3.0.2,1059584.0
68308871,NPM,edge-currency-bitcoin,2479930,0.10.3,11492397,updot,NPM,Development,False,^1.1.4,2365923.0
68308875,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,biggystring,NPM,runtime,False,^3.0.0,2376336.0
68308876,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,buffer,NPM,runtime,False,^5.0.8,133354.0
68308873,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,bccoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git#bcash,
68308879,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,uri-js,NPM,runtime,False,^3.0.2,327283.0
68308880,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,babel-cli,NPM,Development,False,^6.24.1,1063088.0
68308887,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,flow-bin,NPM,Development,False,^0.56.0,148430.0
68308891,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,mocha,NPM,Development,False,^4.0.0,295363.0
68308892,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,node-fetch,NPM,Development,False,^1.7.2,297678.0
68308895,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,rollup,NPM,Development,False,0.48.0,789090.0
68308898,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,standard,NPM,Development,False,^10.0.2,317574.0
68308899,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,updot,NPM,Development,False,^1.1.4,2365923.0
68308874,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,bcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git,130917.0
68308893,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,nsp,NPM,Development,False,^2.8.1,177528.0
68308894,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,request,NPM,Development,False,^2.83.0,307050.0
68308896,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,rollup-plugin-babel,NPM,Development,False,^3.0.2,1059584.0
68308897,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,rollup-plugin-replace,NPM,Development,False,^2.0.0,1059601.0
68308884,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,coinstring,NPM,Development,False,^2.3.0,275041.0
68308885,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,disklet,NPM,Development,False,^0.2.4,2264563.0
68308886,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,eslint-plugin-flowtype,NPM,Development,False,^2.36.0,868020.0
68308888,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,flow-copy-source,NPM,Development,False,^1.2.1,1192532.0
68308890,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,jsonfile,NPM,Development,False,^4.0.0,291922.0
68308872,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,airbitz-core-types,NPM,runtime,False,git+https://github.com/Airbitz/airbitz-core-types.git,2418797.0
68308877,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,jsonschema,NPM,runtime,False,^1.2.0,291982.0
68308878,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,lcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git#litecoin,2333936.0
68308881,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,babel-eslint,NPM,Development,False,^8.0.1,684245.0
68308882,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,babel-plugin-transform-flow-strip-types,NPM,Development,False,^6.22.0,1063108.0
68308883,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,babel-preset-flow,NPM,Development,False,^6.23.0,1409254.0
68308889,NPM,edge-currency-bitcoin,2479930,0.10.4,11492401,husky,NPM,Development,False,^0.14.3,158849.0
68308900,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,airbitz-core-types,NPM,runtime,False,git+https://github.com/Airbitz/airbitz-core-types.git,2418797.0
68308906,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,lcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git#litecoin,2333936.0
68308908,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,babel-cli,NPM,Development,False,^6.24.1,1063088.0
68308920,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,node-fetch,NPM,Development,False,^1.7.2,297678.0
68308905,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,jsonschema,NPM,runtime,False,^1.2.0,291982.0
68308907,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,uri-js,NPM,runtime,False,^3.0.2,327283.0
68308910,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,babel-plugin-transform-flow-strip-types,NPM,Development,False,^6.22.0,1063108.0
68308911,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,babel-preset-flow,NPM,Development,False,^6.23.0,1409254.0
68308916,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,flow-copy-source,NPM,Development,False,^1.2.1,1192532.0
68308918,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,jsonfile,NPM,Development,False,^4.0.0,291922.0
68308919,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,mocha,NPM,Development,False,^4.0.0,295363.0
68308924,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,rollup-plugin-babel,NPM,Development,False,^3.0.2,1059584.0
68308926,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,standard,NPM,Development,False,^10.0.2,317574.0
68308927,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,updot,NPM,Development,False,^1.1.4,2365923.0
68308901,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,bccoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git#bcash,
68308902,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,bcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git,130917.0
68308903,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,biggystring,NPM,runtime,False,^3.0.0,2376336.0
68308904,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,buffer,NPM,runtime,False,^5.0.8,133354.0
68308909,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,babel-eslint,NPM,Development,False,^8.0.1,684245.0
68308912,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,coinstring,NPM,Development,False,^2.3.0,275041.0
68308913,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,disklet,NPM,Development,False,^0.2.4,2264563.0
68308914,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,eslint-plugin-flowtype,NPM,Development,False,^2.36.0,868020.0
68308915,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,flow-bin,NPM,Development,False,^0.56.0,148430.0
68308917,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,husky,NPM,Development,False,^0.14.3,158849.0
68308921,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,nsp,NPM,Development,False,^2.8.1,177528.0
68308922,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,request,NPM,Development,False,^2.83.0,307050.0
68308923,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,rollup,NPM,Development,False,0.48.0,789090.0
68308925,NPM,edge-currency-bitcoin,2479930,0.10.5,11492403,rollup-plugin-replace,NPM,Development,False,^2.0.0,1059601.0
68308934,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,lcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git#litecoin,2333936.0
68308952,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,rollup-plugin-babel,NPM,Development,False,^3.0.2,1059584.0
68308953,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,rollup-plugin-replace,NPM,Development,False,^2.0.0,1059601.0
68308928,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,airbitz-core-types,NPM,runtime,False,git+https://github.com/Airbitz/airbitz-core-types.git,2418797.0
68308930,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,bcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git,130917.0
68308931,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,biggystring,NPM,runtime,False,^3.0.0,2376336.0
68308932,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,buffer,NPM,runtime,False,^5.0.8,133354.0
68308933,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,jsonschema,NPM,runtime,False,^1.2.0,291982.0
68308929,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,bccoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git#bcash,
68308935,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,uri-js,NPM,runtime,False,^3.0.2,327283.0
68308936,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,babel-cli,NPM,Development,False,^6.24.1,1063088.0
68308940,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,coinstring,NPM,Development,False,^2.3.0,275041.0
68308944,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,flow-copy-source,NPM,Development,False,^1.2.1,1192532.0
68308949,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,nsp,NPM,Development,False,^2.8.1,177528.0
68308937,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,babel-eslint,NPM,Development,False,^8.0.1,684245.0
68308938,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,babel-plugin-transform-flow-strip-types,NPM,Development,False,^6.22.0,1063108.0
68308939,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,babel-preset-flow,NPM,Development,False,^6.23.0,1409254.0
68308941,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,disklet,NPM,Development,False,^0.2.4,2264563.0
68308942,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,eslint-plugin-flowtype,NPM,Development,False,^2.36.0,868020.0
68308943,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,flow-bin,NPM,Development,False,^0.56.0,148430.0
68308945,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,husky,NPM,Development,False,^0.14.3,158849.0
68308946,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,jsonfile,NPM,Development,False,^4.0.0,291922.0
68308947,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,mocha,NPM,Development,False,^4.0.0,295363.0
68308948,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,node-fetch,NPM,Development,False,^1.7.2,297678.0
68308950,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,request,NPM,Development,False,^2.83.0,307050.0
68308951,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,rollup,NPM,Development,False,0.48.0,789090.0
68308954,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,standard,NPM,Development,False,^10.0.2,317574.0
68308955,NPM,edge-currency-bitcoin,2479930,0.10.6,11492409,updot,NPM,Development,False,^1.1.4,2365923.0
68308957,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,bccoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git#bcash,
68308959,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,biggystring,NPM,runtime,False,^3.0.0,2376336.0
68308963,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,uri-js,NPM,runtime,False,^3.0.2,327283.0
68308956,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,airbitz-core-types,NPM,runtime,False,git+https://github.com/Airbitz/airbitz-core-types.git,2418797.0
68308971,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,flow-bin,NPM,Development,False,^0.56.0,148430.0
68308973,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,husky,NPM,Development,False,^0.14.3,158849.0
68308975,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,mocha,NPM,Development,False,^4.0.0,295363.0
68308979,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,rollup,NPM,Development,False,0.48.0,789090.0
68308983,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,updot,NPM,Development,False,^1.1.4,2365923.0
68308958,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,bcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git,130917.0
68308960,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,buffer,NPM,runtime,False,^5.0.8,133354.0
68308961,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,jsonschema,NPM,runtime,False,^1.2.0,291982.0
68308962,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,lcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git#litecoin,2333936.0
68308976,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,node-fetch,NPM,Development,False,^1.7.2,297678.0
68308977,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,nsp,NPM,Development,False,^2.8.1,177528.0
68308978,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,request,NPM,Development,False,^2.83.0,307050.0
68308964,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,babel-cli,NPM,Development,False,^6.24.1,1063088.0
68308965,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,babel-eslint,NPM,Development,False,^8.0.1,684245.0
68308966,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,babel-plugin-transform-flow-strip-types,NPM,Development,False,^6.22.0,1063108.0
68308967,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,babel-preset-flow,NPM,Development,False,^6.23.0,1409254.0
68308968,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,coinstring,NPM,Development,False,^2.3.0,275041.0
68308969,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,disklet,NPM,Development,False,^0.2.4,2264563.0
68308970,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,eslint-plugin-flowtype,NPM,Development,False,^2.36.0,868020.0
68308972,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,flow-copy-source,NPM,Development,False,^1.2.1,1192532.0
68308974,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,jsonfile,NPM,Development,False,^4.0.0,291922.0
68308980,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,rollup-plugin-babel,NPM,Development,False,^3.0.2,1059584.0
68308981,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,rollup-plugin-replace,NPM,Development,False,^2.0.0,1059601.0
68308982,NPM,edge-currency-bitcoin,2479930,0.10.7,11492410,standard,NPM,Development,False,^10.0.2,317574.0
61820000,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,buffer,NPM,runtime,False,^5.0.7,133354.0
61818908,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,bcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git,130917.0
61821443,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,jsonfile,NPM,Development,False,^3.0.1,291922.0
61820329,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,uri-js,NPM,runtime,False,^3.0.2,327283.0
61819705,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,biggystring,NPM,runtime,False,^1.0.5,2376336.0
61821767,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,lodash,NPM,Development,False,^4.17.4,167115.0
61823995,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,rollup-plugin-replace,NPM,Development,False,^2.0.0,1059601.0
61824272,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,standard,NPM,Development,False,^10.0.2,317574.0
61821041,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,disklet,NPM,Development,False,^0.2.4,2264563.0
61822551,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,node-fetch,NPM,Development,False,^1.7.2,297678.0
61819293,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,lcoin,NPM,runtime,False,git+https://github.com/Airbitz/lcoin.git#litecoin,2333936.0
61822941,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,nsp,NPM,Development,False,^2.8.0,177528.0
61820657,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,coinstring,NPM,Development,False,^2.3.0,275041.0
61822153,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,mocha,NPM,Development,False,^3.5.0,295363.0
61823296,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,request,NPM,Development,False,^2.81.0,307050.0
61823604,NPM,edge-currency-bitcoin,2479930,0.1.3,10781293,rollup,NPM,Development,False,^0.49.2,789090.0
61827251,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,jsonfile,NPM,Development,False,^3.0.1,291922.0
61825425,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,biggystring,NPM,runtime,False,^1.0.5,2376336.0
61824662,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,bcoin,NPM,runtime,False,git+https://github.com/Airbitz/bcoin.git,130917.0
61827663,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,lodash,NPM,Development,False,^4.17.4,167115.0
61829167,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,request,NPM,Development,False,^2.81.0,307050.0
61830623,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,standard,NPM,Development,False,^10.0.2,317574.0
61828062,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,mocha,NPM,Development,False,^3.5.0,295363.0
61825704,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,buffer,NPM,runtime,False,^5.0.7,133354.0
61824999,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,lcoin,NPM,runtime,False,git+https://github.com/Airbitz/lcoin.git#litecoin,2333936.0
61826865,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,disklet,NPM,Development,False,^0.2.4,2264563.0
61826559,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,coinstring,NPM,Development,False,^2.3.0,275041.0
61828812,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,nsp,NPM,Development,False,^2.8.0,177528.0
61826085,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,uri-js,NPM,runtime,False,^3.0.2,327283.0
61829654,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,rollup,NPM,Development,False,^0.49.2,789090.0
61828469,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,node-fetch,NPM,Development,False,^1.7.2,297678.0
61830109,NPM,edge-currency-bitcoin,2479930,0.1.4,10781566,rollup-plugin-replace,NPM,Development,False,^2.0.0,1059601.0
61834545,NPM,edge-currency-bitcoin,2479930,0.1.5,10781757,lodash,NPM,Development,False,^4.17.4,167115.0
61834926,NPM,edge-currency-bitcoin,2479930,0.1.5,10781757,mocha,NPM,Development,False,^3.5.0,295363.0
61832470,NPM,edge-currency-bitcoin,2479930,0.1.5,10781757,buffer,NPM,runtime,False,^5.0.7,133354.0
61831771,NPM,edge-currency-bitcoin,2479930,0.1.5,10781757,lcoin,NPM,runtime,False,git+https://github.com/Airbitz/lcoin.git#litecoin,2333936.0
61832100,NPM,edge-currency-bitcoin,2479930,0.1.5,10781757,biggystring,NPM,runtime,False,^1.0.5,2376336.0
61833231,NPM,edge-currency-bitcoin,2479930,0.1.5,10781757,coinstring,NPM,Development,False,^2.3.0,275041.0
