2210169,NPM,babel-loader,570156,4.0.0,2015-02-15 14:42:07 UTC,2015-02-15 14:39:31 UTC,2015-02-15 14:39:31 UTC,
2747561,NPM,babel-loader,570156,4.1.0,2015-03-06 15:00:48 UTC,2015-03-06 15:09:56 UTC,2015-03-06 15:09:56 UTC,
2792115,NPM,babel-loader,570156,4.2.0,2015-03-15 15:59:28 UTC,2015-03-15 16:09:54 UTC,2015-03-15 16:09:54 UTC,
2903740,NPM,babel-loader,570156,4.3.0,2015-03-31 21:03:50 UTC,2015-03-31 21:09:40 UTC,2015-03-31 21:09:40 UTC,
2912082,NPM,babel-loader,570156,5.0.0,2015-04-02 18:55:03 UTC,2015-04-02 18:59:52 UTC,2015-04-02 18:59:52 UTC,
3073661,NPM,babel-loader,570156,5.1.0,2015-05-15 07:53:32 UTC,2015-05-15 07:59:49 UTC,2015-05-15 07:59:49 UTC,
3078044,NPM,babel-loader,570156,5.1.2,2015-05-16 17:43:26 UTC,2015-05-16 17:49:42 UTC,2015-05-16 17:49:42 UTC,
3091473,NPM,babel-loader,570156,5.1.3,2015-05-20 14:06:51 UTC,2015-05-20 14:09:38 UTC,2015-05-20 14:09:38 UTC,
3177070,NPM,babel-loader,570156,5.1.4,2015-06-05 10:44:27 UTC,2015-06-05 10:49:33 UTC,2015-06-05 10:49:33 UTC,
3259162,NPM,babel-loader,570156,5.2.0,2015-06-25 17:32:42 UTC,2015-06-25 17:40:48 UTC,2015-06-25 17:40:48 UTC,
3259590,NPM,babel-loader,570156,5.2.1,2015-06-25 20:05:54 UTC,2015-06-25 20:09:55 UTC,2015-06-25 20:09:55 UTC,
3259801,NPM,babel-loader,570156,5.2.2,2015-06-25 21:04:25 UTC,2015-06-25 21:10:23 UTC,2015-06-25 21:10:23 UTC,
3289599,NPM,babel-loader,570156,5.3.0,2015-07-03 10:07:13 UTC,2015-07-03 10:09:46 UTC,2015-07-03 10:09:46 UTC,
3293401,NPM,babel-loader,570156,5.3.1,2015-07-04 14:10:12 UTC,2015-07-04 14:20:35 UTC,2015-07-04 14:20:35 UTC,
3336775,NPM,babel-loader,570156,5.3.2,2015-07-15 09:26:35 UTC,2015-07-15 09:30:17 UTC,2015-07-15 09:30:17 UTC,
4263903,NPM,babel-loader,570156,5.3.3,2015-10-29 18:13:25 UTC,2015-10-31 09:40:35 UTC,2015-10-31 09:40:35 UTC,
4339722,NPM,babel-loader,570156,5.4.0,2015-11-15 10:38:09 UTC,2015-11-15 10:42:43 UTC,2015-11-15 10:42:43 UTC,
6426002,NPM,babel-loader,570156,5.4.1,2016-07-25 21:11:02 UTC,2016-07-25 21:14:44 UTC,2016-07-25 21:14:44 UTC,
6426070,NPM,babel-loader,570156,5.4.2,2016-07-25 21:18:33 UTC,2016-07-25 21:24:31 UTC,2016-07-25 21:24:31 UTC,
4263904,NPM,babel-loader,570156,6.0.0,2015-10-31 09:32:54 UTC,2015-10-31 09:40:36 UTC,2015-10-31 09:40:36 UTC,
4273634,NPM,babel-loader,570156,6.0.1,2015-11-02 13:48:03 UTC,2015-11-02 14:28:39 UTC,2015-11-02 14:28:39 UTC,
4339721,NPM,babel-loader,570156,6.1.0,2015-11-09 14:20:10 UTC,2015-11-15 10:42:33 UTC,2015-11-15 10:42:33 UTC,
4348875,NPM,babel-loader,570156,6.2.0,2015-11-17 10:13:41 UTC,2015-11-17 10:19:53 UTC,2015-11-17 10:19:53 UTC,
4581975,NPM,babel-loader,570156,6.2.1,2016-01-04 21:41:41 UTC,2016-01-04 21:49:52 UTC,2016-01-04 21:49:52 UTC,
7873742,NPM,babel-loader,570156,6.2.10,2016-12-15 13:32:33 UTC,2016-12-15 13:40:36 UTC,2016-12-15 13:40:36 UTC,
4741586,NPM,babel-loader,570156,6.2.2,2016-02-04 00:19:38 UTC,2016-02-04 00:19:53 UTC,2016-02-04 00:19:53 UTC,
5035033,NPM,babel-loader,570156,6.2.3,2016-02-17 20:09:40 UTC,2016-02-17 20:19:59 UTC,2016-02-17 20:19:59 UTC,
5114350,NPM,babel-loader,570156,6.2.4,2016-02-27 10:11:41 UTC,2016-02-27 10:19:33 UTC,2016-02-27 10:19:33 UTC,
6574443,NPM,babel-loader,570156,6.2.5,2016-08-17 14:11:17 UTC,2016-08-17 14:14:48 UTC,2016-08-17 14:14:48 UTC,
7067655,NPM,babel-loader,570156,6.2.6,2016-10-26 19:16:26 UTC,2016-10-26 19:23:28 UTC,2016-10-26 19:23:28 UTC,
7072805,NPM,babel-loader,570156,6.2.7,2016-10-27 12:36:56 UTC,2016-10-27 12:43:03 UTC,2016-10-27 12:43:03 UTC,
7663189,NPM,babel-loader,570156,6.2.8,2016-11-18 16:38:41 UTC,2016-11-18 16:44:19 UTC,2016-11-18 16:44:19 UTC,
7803695,NPM,babel-loader,570156,6.2.9,2016-12-07 17:12:26 UTC,2016-12-07 17:19:34 UTC,2016-12-07 17:19:34 UTC,
8286370,NPM,babel-loader,570156,6.3.0,2017-02-14 09:18:19 UTC,2017-02-14 09:20:25 UTC,2017-02-14 09:20:25 UTC,
8294441,NPM,babel-loader,570156,6.3.1,2017-02-15 09:18:11 UTC,2017-02-15 09:19:32 UTC,2017-02-15 09:19:32 UTC,
8304365,NPM,babel-loader,570156,6.3.2,2017-02-16 10:00:23 UTC,2017-02-16 10:05:30 UTC,2017-02-16 10:05:30 UTC,
8444341,NPM,babel-loader,570156,6.4.0,2017-03-06 12:16:48 UTC,2017-03-06 12:24:53 UTC,2017-03-06 12:24:53 UTC,
8667581,NPM,babel-loader,570156,6.4.1,2017-03-16 09:07:01 UTC,2017-03-25 23:47:57 UTC,2017-03-25 23:47:57 UTC,
9142284,NPM,babel-loader,570156,7.0.0,2017-04-21 20:13:26 UTC,2017-04-21 20:14:58 UTC,2017-04-21 20:14:58 UTC,
8419670,NPM,babel-loader,570156,7.0.0-alpha.1,2017-03-02 21:52:14 UTC,2017-03-02 22:00:18 UTC,2017-03-02 22:00:18 UTC,
8448961,NPM,babel-loader,570156,7.0.0-alpha.2,2017-03-06 12:24:23 UTC,2017-03-06 23:29:03 UTC,2017-03-06 23:29:03 UTC,
8448962,NPM,babel-loader,570156,7.0.0-alpha.3,2017-03-06 23:21:24 UTC,2017-03-06 23:29:31 UTC,2017-03-06 23:29:31 UTC,
8667582,NPM,babel-loader,570156,7.0.0-beta.1,2017-03-16 09:23:50 UTC,2017-03-25 23:48:11 UTC,2017-03-25 23:48:11 UTC,
